Code,BAG LABEL,Processing date,Processed by,Processing Notes
MCSC0927,CDR-B-G-T2-S5-R-2023-09-29,2023-10-05,NA,
MCSC0928,CDR-B-G-T3-S8-R-2023-09-29,2023-10-05,NA,
MCSC0929,CDR-B-G-T3-S9-R-2023-09-29,2023-10-05,NA,
MCSC0930,HFMA-UB-O-T2-S8-Sp2-Leaves,2023-10-11,NA,"4 CTAB, but no Slant tubes were obtained due to not having enough plant material"
MCSC0931,HFMA-UB-O-T2-S1-Sp2-Leaves,2023-10-11,NA,
MCSC0932,HFMA-UB-O-T2-S2-Sp2-Leaves,2023-10-11,NA,
MCSC0933,HFMA-UB-O-T2-S9-Sp2-Leaves,2023-10-11,NA,
MCSC0934,HFMA-UB-O-T2-S5-Sp2-Leaves,2023-10-11,NA,
MCSC0935,HFMA-UB-C-T1-S8-Sp2-Leaves,2023-10-11,NA,
MCSC0936,HFMA-UB-C-T1-S1-Sp2-Leaves,2023-10-11,NA,
MCSC0937,HFMA-UB-C-T1-S9-Sp2-Leaves,2023-10-11,NA,
MCSC0938,HFMA-UB-C-T1-S2-Sp1-Leaves,2023-10-16,NA,
MCSC0939,HFMA-UB-C-T1-S9-Sp1-Leaves,2023-10-16,NA,
MCSC0940,HFMA-UB-C-T1-S8-Sp1-Leaves,2023-10-16,NA,
MCSC0941,HFMA-UB-C-T1-S5-Sp1-Leaves,2023-10-16,NA,
MCSC0942,HFMA-UB-C-T1-S1-Sp1-Leaves,2023-10-16,NA,
MCSC0943,HFMA-UB-C-T1-S5-Sp2-Leaves,2023-10-16,NA,
MCSC0944,HFMA-UB-C-T1-S2-Sp2-Leaves,2023-10-16,NA,"The bag was empty, so we don't have any CTAB or Slant tubes"
MCSC0945,HFMA-UB-O-T2-S1-Sp1-Leaves,2023-10-16,NA,
MCSC0946,HFMA-UB-O-T2-S5-Sp1-Leaves,2023-10-16,NA,
MCSC0947,HFMA-UB-O-T2-S9-Sp1-Leaves,2023-10-16,NA,
MCSC0948,HFMA-UB-O-T2-S8-Sp1-Leaves,2023-10-16,NA,
MCSC0949,HFMA-UB-O-T2-S2-Sp1-Leaves,2023-10-16,NA,
MCSC0950,HFMA-UB-C-T1-S2-Sp2-Roots,2023-10-17,NA,"The bag was empty, so we don't have any CTAB or Slant tubes"
MCSC0951,HFMA-UB-C-T1-S9-Sp1-Roots,2023-10-17,NA,
MCSC0952,HFMA-UB-C-T1-S8-Sp2-Roots,2023-10-17,NA,
MCSC0953,HFMA-UB-C-T1-S2-Sp1-Roots,2023-10-17,NA,
MCSC0954,HFMA-UB-C-T1-S1-Sp1-Roots,2023-10-17,NA,
MCSC0955,HFMA-UB-C-T1-S1-Sp2-Roots,2023-10-17,NA,
MCSC0956,HFMA-UB-C-T1-S8-Sp1-Roots,2023-10-17,NA,
MCSC0957,HFMA-UB-C-T1-S5-Sp2-Roots,2023-10-17,NA,
MCSC0958,HFMA-UB-C-T1-S5-Sp1-Roots,2023-10-17,NA,
MCSC0959,HFMA-UB-C-T1-S9-Sp1-Roots,2023-10-17,NA,SP2?
MCSC0960,HFMA-UB-O-T2-S8-Sp2-Roots,2023-10-18,NA,"4 CTAB, but 14 Slant tubes were obtained due to not having enough plant material"
MCSC0961,HFMA-UB-O-T2-S5-Sp2-Roots,2023-10-18,NA,
MCSC0962,HFMA-UB-O-T2-S2-Sp2-Roots,2023-10-18,NA,
MCSC0963,HFMA-UB-O-T2-S1-Sp1-Roots,2023-10-18,NA,
MCSC0964,HFMA-UB-O-T2-S8-Sp1-Roots,2023-10-18,NA,
MCSC0965,HFMA-UB-O-T2-S1-Sp2-Roots,2023-10-18,NA,
MCSC0966,HFMA-UB-O-T2-S2-Sp1-Roots,2023-10-18,NA,
MCSC0967,HFMA-UB-O-T2-S9-Sp2-Roots,2023-10-18,NA,
MCSC0968,HFMA-UB-O-T2-S9-Sp1-Roots,2023-10-18,NA,
MCSC0969,HFMA-UB-O-T2-S5-Sp1-Roots,2023-10-18,NA,
MCSC0970,ORD-O-B-T3-S7-1-Le,2023-10-19,NA,
MCSC0971,ORD-O-B-T2-S5-2-Le,2023-10-19,NA,
MCSC0972,ORD-O-B-T1-S1-2-Le,2023-10-19,NA,
MCSC0973,ORD-O-B-T1-S3-2-Le,2023-10-19,NA,
MCSC0974,ORD-O-B-T1-S3-1-Le,2023-10-19,NA,
MCSC0975,ORD-O-B-T2-S5-1-Le,2023-10-19,NA,
MCSC0976,ORD-O-B-T1-S1-1-Le,2023-10-20,NA,
MCSC0977,ORD-O-B-T3-S7-2-Le,2023-10-20,NA,
MCSC0978,ORD-O-B-T3-S9-2-Le,2023-10-20,NA,
MCSC0979,ORD-O-B-T3-S9-1-Le,2023-10-20,NA,
MCSC0980,ORD-C-B-T3-S7-2-Le,2023-10-23,NA/PA,
MCSC0981,ORD-C-B-T3-S7-1-Le,2023-10-23,NA/PA,
MCSC0982,ORD-C-B-T2-S5-2-Le,2023-10-23,NA/PA,
MCSC0983,ORD-C-B-T2-S5-1-Le,2023-10-23,NA/PA,
MCSC0984,ORD-C-B-T1-S3-2-Le,2023-10-23,NA/PA,
MCSC0985,ORD-C-B-T1-S3-1-Le,2023-10-23,NA/PA,
MCSC0986,ORD-C-B-T1-S1-2-Le,2023-10-23,NA/PA,
MCSC0987,ORD-C-B-T1-S1-1-Le,2023-10-23,NA/PA,
MCSC0988,ORD-C-B-T3-S9-1-Le,2023-10-23,NA/PA,
MCSC0989,ORD-C-B-T3-S9-2-Le,2023-10-23,NA/PA,
MCSC0990,ORD-O-UB-T1-S3-1-Le,2023-10-23,NA/PA,
MCSC0991,ORD-O-UB-T1-S1-2-Le,2023-10-23,NA/PA,
MCSC0992,ORD-O-UB-T1-S1-1-Le,2023-10-23,NA/PA,
MCSC0993,ORD-O-UB-T1-S3-2-Le,2023-10-23,NA/PA,
MCSC0994,ORD-O-UB-T2-S5-1-Le,2023-10-23,NA/PA,
MCSC0995,ORD-O-UB-T2-S5-2-Le,2023-10-23,NA/PA,
MCSC0996,ORD-O-UB-T3-S7-1-Le,2023-10-23,NA/PA,
MCSC0997,ORD-O-UB-T3-S7-2-Le,2023-10-23,NA/PA,
MCSC0998,ORD-O-UB-T3-S9-1-Le,2023-10-23,NA/PA,
MCSC0999,ORD-O-UB-T3-S9-2-Le,2023-10-23,NA/PA,
MCSC1000,ORD-C-UB-T3-S9-2-Le,2023-10-23,NA/PA,
MCSC1001,ORD-C-UB-T1-S1-1-Le,2023-10-23,NA/PA,
MCSC1002,ORD-C-UB-T1-S1-2-Le,2023-10-23,NA/PA,
MCSC1003,ORD-C-UB-T1-S3-1-Le,2023-10-23,NA/PA,
MCSC1004,ORD-C-UB-T1-S3-2-Le,2023-10-23,NA/PA,
MCSC1005,ORD-C-UB-T2-S5-2-Le,2023-10-23,NA/PA,
MCSC1006,ORD-C-UB-T2-S5-1-Le,2023-10-23,NA/PA,
MCSC1007,ORD-C-UB-T3-S7-1-Le,2023-10-23,NA/PA,
MCSC1008,ORD-C-UB-T3-S7-2-Le,2023-10-23,NA/PA,
MCSC1009,ORD-C-UB-T3-S9-1-Le,2023-10-23,NA/PA,
MCSC1010,SRER-G-UB-T1-S1-S1-L,2023-11-02,NA,
MCSC1011,SRER-G-UB-T1-S2-S1-L,2023-11-02,NA,
MCSC1012,SRER-G-UB-T1-S2-S2-L,2023-11-02,NA,
MCSC1013,SRER-G-UB-T1-S1-S2-L,2023-11-02,NA,
MCSC1014,SRER-G-UB-T2-S5-S1-L,2023-11-02,NA,
MCSC1015,SRER-G-UB-T2-S5-S2-L,2023-11-02,NA,
MCSC1016,SRER-G-UB-T3-S8-S2-L,2023-11-02,NA,
MCSC1017,SRER-G-UB-T3-S9-S1-L,2023-11-02,NA,
MCSC1018,SRER-G-UB-T3-S9-S2-L,2023-11-02,NA,
MCSC1019,SRER-G-B-T1-S1-S1-L,2023-11-02,NA,
MCSC1020,SRER-G-B-T1-S1-S2-L,2023-11-02,NA,
MCSC1021,SRER-G-B-T1-S2-S1-L,2023-11-02,NA,
MCSC1022,SRER-G-B-T1-S2-S2-L,2023-11-02,NA,
MCSC1023,SRER-G-B-T2-S5-S1-L,2023-11-02,NA,
MCSC1024,SRER-G-B-T2-S5-S2-L,2023-11-02,NA,
MCSC1025,SRER-G-B-T3-S8-S1-L,2023-11-02,NA,
MCSC1026,SRER-G-B-T3-S8-S2-L,2023-11-02,NA,
MCSC1027,SRER-G-B-T3-S9-S1-L,2023-11-02,NA,
MCSC1028,SRER-G-B-T3-S9-S2-L,2023-11-02,NA,
MCSC1029,ORD-O-B-T1-S3-1-R0,2023-11-07,NA/PA,
MCSC1030,ORD-O-B-T1-S3-2-R0,2023-11-07,NA/PA,
MCSC1031,ORD-O-B-T1-S1-2-R0,2023-11-07,NA/PA,
MCSC1032,ORD-O-B-T3-S7-1-R0,2023-11-07,NA/PA,
MCSC1033,ORD-O-B-T2-S5-1-R0,2023-11-07,NA/PA,
MCSC1034,ORD-O-B-T2-S5-2-R0,2023-11-07,NA/PA,
MCSC1035,ORD-O-B-T3-S9-2-R0,2023-11-07,NA/PA,
MCSC1036,ORD-O-B-T3-S9-1-R0,2023-11-07,NA/PA,
MCSC1037,ORD-O-B-T3-S7-2-R0,2023-11-07,NA/PA,
MCSC1038,ORD-O-B-T1-S1-1-R0,2023-11-07,NA/PA,
MCSC1039,ORD-O-UB-T3-S7-1-R0,2023-11-07,NA/PA,
MCSC1040,ORD-O-UB-T3-S7-2-R0,2023-11-07,NA/PA,
MCSC1041,ORD-O-UB-T2-S5-1-R0,2023-11-07,NA/PA,
MCSC1042,ORD-O-UB-T3-S9-2-R0,2023-11-07,NA/PA,
MCSC1043,ORD-O-UB-T2-S5-2-R0,2023-11-07,NA/PA,
MCSC1044,ORD-O-UB-T1-S1-1-R0,2023-11-07,NA/PA,
MCSC1045,ORD-O-UB-T1-S1-2-R0,2023-11-07,NA/PA,
MCSC1046,ORD-O-UB-T1-S3-1-R0,2023-11-07,NA/PA,
MCSC1047,ORD-O-UB-T1-S3-2-R0,2023-11-07,NA/PA,
MCSC1048,ORD-O-UB-T3-S9-1-R0,2023-11-07,NA/PA,
MCSC1049,ORD-C-B-T3-S9-1-R0,2023-11-07,NA/PA,
MCSC1050,ORD-C-B-T3-S9-2-R0,2023-11-07,NA/PA,
MCSC1051,ORD-C-B-T3-S7-1-R0,2023-11-07,NA/PA,
MCSC1052,ORD-C-B-T3-S7-2-R0,2023-11-07,NA/PA,
MCSC1053,ORD-C-B-T2-S5-1-R0,2023-11-07,NA/PA,
MCSC1054,ORD-C-B-T2-S5-2-R0,2023-11-07,NA/PA,
MCSC1055,ORD-C-B-T1-S3-1-R0,2023-11-07,NA/PA,
MCSC1056,ORD-C-B-T1-S3-2-R0,2023-11-07,NA/PA,
MCSC1057,ORD-C-B-T1-S1-1-R0,2023-11-07,NA/PA,
MCSC1058,ORD-C-B-T1-S1-2-R0,2023-11-07,NA/PA,
MCSC1059,ORD-C-UB-T2-S5-2-R0,2023-11-07,NA/PA,
MCSC1060,ORD-C-UB-T2-S5-1-R0,2023-11-07,NA/PA,
MCSC1061,ORD-C-UB-T1-S1-2-R0,2023-11-07,NA/PA,
MCSC1062,ORD-C-UB-T1-S1-1-R0,2023-11-07,NA/PA,
MCSC1063,ORD-C-UB-T1-S3-1-R0,2023-11-07,NA/PA,
MCSC1064,ORD-C-UB-T1-S3-2-R0,2023-11-07,NA/PA,
MCSC1065,ORD-C-UB-T3-S9-2-R0,2023-11-07,NA/PA,
MCSC1066,ORD-C-UB-T3-S9-1-R0,2023-11-07,NA/PA,
MCSC1067,ORD-C-UB-T3-S7-2-R0,2023-11-07,NA/PA,
MCSC1068,ORD-C-UB-T3-S7-1-R0,2023-11-07,NA/PA,
MCSC1069,SRER-Missing G lef,2023-11-08,NA/PA,
MCSC1070,SRER-B-O-T3-S9-S1-L,2023-11-08,NA/PA,
MCSC1071,SRER-B-O-T3-S8-S2-L,2023-11-08,NA/PA,
MCSC1072,SRER-B-O-T2-S5-S1-L,2023-11-08,NA/PA,
MCSC1073,SRER-B-O-T2-S5-S2-L,2023-11-08,NA/PA,
MCSC1074,SRER-B-O-T3-S8-S1-L,2023-11-08,NA/PA,
MCSC1075,SRER-B-O-T1-S2--S2-L,2023-11-08,NA/PA,
MCSC1076,SRER-B-O-T1-S1-S1-L,2023-11-08,NA/PA,
MCSC1077,SRER-B-O-T1-S2-S1-L,2023-11-08,NA/PA,
MCSC1078,SRER-B-O-T1-S1-S2-L,2023-11-08,NA/PA,
MCSC1079,SRER-B-O-T3-S9-S2-L,2023-11-08,NA/PA,
MCSC1080,SRER-UB-O-T1-S1-S2-L,2023-11-08,NA/PA,
MCSC1081,SRER-UB-O-T1-S2-S2-L,2023-11-08,NA/PA,
MCSC1082,SRER-UB-O-T1-S2-S1-L,2023-11-08,NA/PA,
MCSC1083,SRER-UB-O-T2-S5-S1-L,2023-11-08,NA/PA,
MCSC1084,SRER-UB-O-T2-S5-S2-L,2023-11-08,NA/PA,
MCSC1085,SRER-UB-O-T3-S8-S1-L,2023-11-08,NA/PA,
MCSC1086,SRER-UB-O-T3-S8-S2-L,2023-11-08,NA/PA,
MCSC1087,SRER-UB-O-T3-S9-S1-L,2023-11-08,NA/PA,
MCSC1088,SRER-UB-O-T3-S9-S2-L,2023-11-08,NA/PA,
MCSC1089,SRER-UB-O-T1-S1-S1-L,2023-11-08,NA/PA,
MCSC1090,SRER-B-O-T2-S5-S1-R,2023-11-08,NA/PA,
MCSC1091,SRER-B-O-T1-S2-S2-R,2023-11-08,NA/PA,
MCSC1092,SRER-B-O-T1-S2-S1-R,2023-11-08,NA/PA,
MCSC1093,SRER-B-O-T3-S8-S2-R,2023-11-08,NA/PA,
MCSC1094,SRER-B-O-T2-S5-S2-R,2023-11-08,NA/PA,
MCSC1095,SRER-B-O-T1-S1-S2-R,2023-11-08,NA/PA,
MCSC1096,SRER-B-O-T3-S9-S2-R,2023-11-08,NA/PA,
MCSC1097,SRER-B-O-T1-S1-S1-R,2023-11-08,NA/PA,"4 CTAB, but no Slant tubes were obtained due to not having enough plant material"
MCSC1098,SRER-B-O-T3-S8-S1-R,2023-11-08,NA/PA,"4 CTAB, but no Slant tubes were obtained due to not having enough plant material"
MCSC1099,SRER-B-O-T3-S9-S1-R,2023-11-08,NA/PA,"4 CTAB, but no Slant tubes were obtained due to not having enough plant material"
MCSC1100,SRER-UB-G-T1-S2-S1-R,2023-11-08,NA/PA,
MCSC1101,SRER-UB-G-T1-S1-S2-R,2023-11-08,NA/PA,
MCSC1102,SRER-UB-G-T1-S1-S1-R,2023-11-08,NA/PA,
MCSC1103,SRER-UB-G-T3-S9-S2-R,2023-11-08,NA/PA,
MCSC1104,SRER-UB-G-T1-S2-S2-R,2023-11-08,NA/PA,
MCSC1105,SRER-UB-G-T2-S5-S2-R,2023-11-08,NA/PA,
MCSC1106,SRER-UB-G-T2-S5-S1-R,2023-11-08,NA/PA,
MCSC1107,SRER-UB-G-T3-S8-S1-R,2023-11-08,NA/PA,
MCSC1108,SRER-UB-G-T3-S8-S2-R,2023-11-08,NA/PA,
MCSC1109,SRER-UB-G-T3-S9-S1-R,2023-11-08,NA/PA,
MCSC1110,SRER-BC-T2-S5-S2-L,2023-11-16,NA/PA/CG,
MCSC1111,SRER-BC-T2-S5-S1-L,2023-11-16,NA/PA/CG,
MCSC1112,SRER-BC-T3-S9-S1-L,2023-11-16,NA/PA/CG,
MCSC1113,SRER-BC-T3-S8-S2-L,2023-11-16,NA/PA/CG,
MCSC1114,SRER-BC-T3-S9-S2-L,2023-11-16,NA/PA/CG,
MCSC1115,SRER-BC-T3-S8-S1-L,2023-11-16,NA/PA/CG,
MCSC1116,SRER-BC-T1-S1-S2-L,2023-11-16,NA/PA/CG,
MCSC1117,SRER-BC-T1-S1-S1-L,2023-11-16,NA/PA/CG,
MCSC1118,SRER-BC-T1-S2-S2-L,2023-11-16,NA/PA/CG,
MCSC1119,SRER-BC-T1-S2-S1-L,2023-11-16,NA/PA/CG,
MCSC1120,SRER-UBC-T1-S1-S1-L,2023-11-16,NA/PA/CG,
MCSC1121,SRER-UBC-T1-S1-S2-L,2023-11-16,NA/PA/CG,
MCSC1122,SRER-UBC-T1-S2-S1-L,2023-11-16,NA/PA/CG,
MCSC1123,SRER-UBC-T2-S5-S1-L,2023-11-16,NA/PA/CG,
MCSC1124,SRER-UBC-T2-S5-S2-L,2023-11-16,NA/PA/CG,
MCSC1125,SRER-UBC-T3-S8-S1-L,2023-11-16,NA/PA/CG,
MCSC1126,SRER-UBC-T3-S8-S2-L,2023-11-16,NA/PA/CG,
MCSC1127,SRER-UBC-T3-S9-S1-L,2023-11-16,NA/PA/CG,
MCSC1128,SRER-UBC-T3-S9-S2-L,2023-11-16,NA/PA/CG,
MCSC1129,SRER-UBC-T1-S2-S2-L,2023-11-16,NA/PA/CG,
MCSC1130,SRER-BC-T1-S1-S1-R,2023-11-16,NA/PA/CG,
MCSC1131,SRER-BC-T1-S1-S2-R,2023-11-16,NA/PA/CG,
MCSC1132,SRER-BC-T1-S2-S1-R,2023-11-16,NA/PA/CG,
MCSC1133,SRER-BC-T1-S2-S2-R,2023-11-16,NA/PA/CG,
MCSC1134,SRER-BC-T2-S5-S1-R,2023-11-16,NA/PA/CG,
MCSC1135,SRER-BC-T2-S5-S2-R,2023-11-16,NA/PA/CG,
MCSC1136,SRER-BC-T3-S8-S1-R,2023-11-16,NA/PA/CG,
MCSC1137,SRER-BC-T3-S8-S2-R,2023-11-16,NA/PA/CG,
MCSC1138,SRER-BC-T3-S9-S1-R,2023-11-16,NA/PA/CG,
MCSC1139,SRER-BC-T3-S9-S2-R,2023-11-16,NA/PA/CG,
MCSC1140,SRER-UBC-T1-S1-S1-R,2023-11-16,NA/PA/CG,
MCSC1141,SRER-UBC-T1-S1-S2-R,2023-11-16,NA/PA/CG,
MCSC1142,SRER-UBC-T1-S2-S1-R,2023-11-16,NA/PA/CG,
MCSC1143,SRER-UBC-T1-S2-S2-R,2023-11-16,NA/PA/CG,
MCSC1144,SRER-UBC-T2-S5-S1-R,2023-11-16,NA/PA/CG,
MCSC1145,SRER-UBC-T2-S5-S2-R,2023-11-16,NA/PA/CG,
MCSC1146,SRER-UBC-T3-S8-S1-R,2023-11-16,NA/PA/CG,
MCSC1147,SRER-UBC-T3-S8-S2-R,2023-11-16,NA/PA/CG,
MCSC1148,SRER-UBC-T3-S9-S1-R,2023-11-16,NA/PA/CG,
MCSC1149,SRER-UBC-T3-S9-S2-R,2023-11-16,NA/PA/CG,
MCSC1150,SRER-UBO-T1-S2-S2-R,2023-11-16,NA/PA/CG,
MCSC1151,SRER-UBO-T1-S2-S1-R,2023-11-16,NA/PA/CG,
MCSC1152,SRER-UBO-T1-S1-S1-R,2023-11-16,NA/PA/CG,"No Slant, 3 CTAB"
MCSC1153,SRER-UBO-T1-S1-S2-R,2023-11-16,NA/PA/CG,No Slant
MCSC1154,SRER-UBO-T2-S5-S1-R,2023-11-16,NA/PA/CG,
MCSC1155,SRER-UBO-T2-S5-S2-R,2023-11-16,NA/PA/CG,
MCSC1156,SRER-UBO-T3-S8-S1-R,2023-11-16,NA/PA/CG,
MCSC1157,SRER-UBO-T3-S8-S2-R,2023-11-16,NA/PA/CG,
MCSC1158,SRER-UBO-T3-S9-S2-R,2023-11-16,NA/PA/CG,
MCSC1159,SRER-UBO-T3-S9-S1-R,2023-11-16,NA/PA/CG,
MCSC1160,SRER-BG-T1-S1-S1-R,2023-11-16,NA/PA/CG,
MCSC1161,SRER-BG-T1-S1-S2-R,2023-11-16,NA/PA/CG,
MCSC1162,SRER-BG-T2-S5-S1-R,2023-11-16,NA/PA/CG,
MCSC1163,SRER-BG-T1-S2-S1-R,2023-11-16,NA/PA/CG,
MCSC1164,SRER-BG-T1-S2-S2-R,2023-11-16,NA/PA/CG,
MCSC1165,SRER-BG-T2-S5-S2-R,2023-11-16,NA/PA/CG,No Slant
MCSC1166,SRER-BG-T3-S8-S1-R,2023-11-16,NA/PA/CG,
MCSC1167,SRER-BG-T3-S8-S2-R,2023-11-16,NA/PA/CG,
MCSC1168,SRER-BG-T3-S9-S1-R,2023-11-16,NA/PA/CG,
MCSC1169,SRER-BG-T3-S9-S2-R,2023-11-16,NA/PA/CG,